species_name	display_name	ah_id	ah_species	description	gprofiler_id	gprofiler_species	rdataclass	rdatadateadded	sourcetype	taxonomyid	title
Polistes fuscatus	Polistes fuscatus (Common paper wasp, 324)	NA	NA	NA	pfgca010416935v1rs	Polistes fuscatus	NA	NA	NA	30207	NA
Eufriesea mexicana	Eufriesea mexicana (Mexican orchid bee, 0111107269)	NA	NA	NA	emgca001483705v2rs	Eufriesea mexicana	NA	NA	NA	516756	NA
Anopheles epiroticus	Anopheles epiroticus (Mosquito, Epiroticus2)	NA	NA	NA	aepiroticus	Anopheles epiroticus	NA	NA	NA	199890	NA
Phlebotomus perniciosus	Phlebotomus perniciosus (Murcia)	NA	NA	NA	ppgca918844115v2	Phlebotomus perniciosus	NA	NA	NA	13204	NA
Eurytemora carolleeae	Eurytemora carolleeae (European estuarine calanoid copepod)	NA	NA	NA	ecgca000591075v1rs	Eurytemora carolleeae	NA	NA	NA	1294199	NA
Schistosoma intercalatum	Schistosoma intercalatum (TD2PRJEB44434)	NA	NA	NA	schinttd2	Schistosoma intercalatum	NA	NA	NA	6187	NA
Pristionchus arcanus	Pristionchus arcanus	NA	NA	NA	prarcaprjeb27334	Pristionchus arcanus	NA	NA	NA	1195655	NA
Culicoides sonorensis	Culicoides sonorensis (Biting Midge)	NA	NA	NA	csonorensis	Culicoides sonorensis	NA	NA	NA	179676	NA
Homarus gammarus	Homarus gammarus (European lobster, reference)	NA	NA	NA	hggca958450375v1	Homarus gammarus	NA	NA	NA	6707	NA
Hylaeus anthracinus	Hylaeus anthracinus (Anthricinan yellow-faced bee, JK02)	NA	NA	NA	hagca026225885v1rs	Hylaeus anthracinus	NA	NA	NA	313031	NA
Linepithema humile	Linepithema humile (Argentine ant, Giens D197)	NA	NA	NA	lhgca040581485v1rs	Linepithema humile	NA	NA	NA	83485	NA
Copidosoma floridanum	Copidosoma floridanum (Parasitoid wasp, CFLO.00-Male)	NA	NA	NA	cfgca000648655v2	Copidosoma floridanum	NA	NA	NA	29053	NA
Anopheles quadriannulatus	Anopheles quadriannulatus - (Mosquito, SANGWE)	NA	NA	NA	aqgca000349065v1vb	Anopheles quadriannulatus	NA	NA	NA	34691	NA
Haemaphysalis longicornis	Haemaphysalis longicornis (Longhorned tick, HaeL-2018) - GCA_013339765.2	NA	NA	NA	hlgca013339765v2vb	Haemaphysalis longicornis	NA	NA	NA	44386	NA
Gordionus sp. m RMFG-2023	Gordionus sp. m RMFG-2023 (Horsehair worms) - GCF_954871325.1 [RefSeq annotation]	NA	NA	NA	gsgca954871325v1rs	Gordionus sp. m RMFG-2023	NA	NA	NA	3053472	NA
Ancistrocerus nigricornis	Ancistrocerus nigricornis (Potter wasp, reference)	NA	NA	NA	angca916049575v1	Ancistrocerus nigricornis	NA	NA	NA	76990	NA
Toxorhynchites rutilus septentrionalis	Toxorhynchites rutilus septentrionalis (Elephant mosquito, SRP)	NA	NA	NA	trgca029784135v1rs	Toxorhynchites rutilus septentrionalis	NA	NA	NA	329112	NA
Schistosoma turkestanicum	Schistosoma turkestanicum	NA	NA	NA	scturkprjeb44434	Schistosoma turkestanicum	NA	NA	NA	1163369	NA
Acromyrmex echinatior	Acromyrmex echinatior (Panamanian leaf-cutter ant)	NA	NA	NA	aegca000204515v1rs	Acromyrmex echinatior	NA	NA	NA	103372	NA
Diplogasteroides magnus	Diplogasteroides magnus	NA	NA	NA	dimagnprjna655932	Diplogasteroides magnus	NA	NA	NA	560213	NA
Trichinella nativa	Trichinella nativa (PRJNA179527)	NA	NA	NA	trnatiprjna179527	Trichinella nativa	NA	NA	NA	6335	NA
Angiostrongylus vasorum	Angiostrongylus vasorum	NA	NA	NA	anvasoprjna663250	Angiostrongylus vasorum	NA	NA	NA	321387	NA
Cercopithifilaria johnstoni	Cercopithifilaria johnstoni	NA	NA	NA	cejohnprjeb47283	Cercopithifilaria johnstoni	NA	NA	NA	2874296	NA
Halicephalobus mephisto	Halicephalobus mephisto	NA	NA	NA	hamephprjna528747	Halicephalobus mephisto	NA	NA	NA	2559892	NA
Pristionchus mayeri	Pristionchus mayeri	NA	NA	NA	prmayeprjeb27334	Pristionchus mayeri	NA	NA	NA	1317129	NA
Auanema sp. JU1783	Auanema ju1783	NA	NA	NA	auju17prjeb51845	Auanema sp. JU1783	NA	NA	NA	2878363	NA
Panagrolaimus sp. ES5	Panagrolaimus es5	NA	NA	NA	paes5prjeb32708	Panagrolaimus sp. ES5	NA	NA	NA	591445	NA
Caenorhabditis nigoni	Caenorhabditis nigoni	NA	NA	NA	canigoprjna384657	Caenorhabditis nigoni	NA	NA	NA	1611254	NA
Enoplolaimus lenunculus	Enoplolaimus lenunculus	NA	NA	NA	enlenuprjna953805	Enoplolaimus lenunculus	NA	NA	NA	2505740	NA
Pristionchus maxplancki	Pristionchus maxplancki	NA	NA	NA	prmaxpprjeb27334	Pristionchus maxplancki	NA	NA	NA	1317128	NA
Caenorhabditis inopinata	Caenorhabditis inopinata	NA	NA	NA	cainopprjdb5687	Caenorhabditis inopinata	NA	NA	NA	1978547	NA
Caenorhabditis uteleia	Caenorhabditis uteleia	NA	NA	NA	cautelprjeb12600	Caenorhabditis uteleia	NA	NA	NA	2305860	NA
Trichuris muris	Trichuris muris	NA	NA	NA	trmuriprjeb126	Trichuris muris	NA	NA	NA	70415	NA
Macrostomum lignano	Macrostomum lignano (PRJNA284736)	NA	NA	NA	malignprjna284736	Macrostomum lignano	NA	NA	NA	282301	NA
Schistosoma japonicum	Schistosoma japonicum (PRJEA34885)	NA	NA	NA	scjapoprjea34885	Schistosoma japonicum	NA	NA	NA	6182	NA
Dictyocaulus viviparus	Dictyocaulus viviparus (PRJNA72587)	NA	NA	NA	diviviprjna72587	Dictyocaulus viviparus	NA	NA	NA	29172	NA
Trichinella nelsoni	Trichinella nelsoni	NA	NA	NA	trnelsprjna257433	Trichinella nelsoni	NA	NA	NA	6336	NA
Caenorhabditis parvicauda	Caenorhabditis parvicauda	NA	NA	NA	caparvprjeb12595	Caenorhabditis parvicauda	NA	NA	NA	2305859	NA
Steinernema carpocapsae	Steinernema carpocapsae (PRJNA202318)	NA	NA	NA	stcarpprjna202318	Steinernema carpocapsae	NA	NA	NA	34508	NA
Taenia asiatica	Taenia asiatica (PRJNA299871)	NA	NA	NA	taasiaprjna299871	Taenia asiatica	NA	NA	NA	60517	NA
Heterobilharzia americana	Heterobilharzia americana (TD2PRJEB44434)	NA	NA	NA	td2prjeb44434	Heterobilharzia americana	NA	NA	NA	39320	NA
Meloidogyne graminicola	Meloidogyne graminicola	NA	NA	NA	megramprjna411966	Meloidogyne graminicola	NA	NA	NA	189291	NA
Ascaris lumbricoides	Ascaris lumbricoides	NA	NA	NA	aslumbprjeb4950	Ascaris lumbricoides	NA	NA	NA	6252	NA
Meloidogyne enterolobii	Meloidogyne enterolobii (PRJNA340324)	NA	NA	NA	meenteprjna340324	Meloidogyne enterolobii	NA	NA	NA	390850	NA
Halicephalobus sp. NKZ332	Halicephalobus nkz332	NA	NA	NA	hankz3prjna555616	Halicephalobus sp. NKZ332	NA	NA	NA	2598192	NA
Opisthorchis felineus	Opisthorchis felineus	NA	NA	NA	opfeliprjna413383	Opisthorchis felineus	NA	NA	NA	147828	NA
Meloidogyne arenaria	Meloidogyne arenaria (PRJNA438575)	NA	NA	NA	mearenprjna438575	Meloidogyne arenaria	NA	NA	NA	6304	NA
Aphelenchoides besseyi	Aphelenchoides besseyi (AORTPRJNA834627)	NA	NA	NA	aortprjna834627	Aphelenchoides besseyi	NA	NA	NA	269767	NA
Strongyloides ratti	Strongyloides ratti	NA	NA	NA	strattprjeb125	Strongyloides ratti	NA	NA	NA	34506	NA
Atriophallophorus winterbourni	Atriophallophorus winterbourni	NA	NA	NA	atwintprjna636673	Atriophallophorus winterbourni	NA	NA	NA	2682772	NA
Caenorhabditis panamensis	Caenorhabditis panamensis	NA	NA	NA	capanaprjeb28259	Caenorhabditis panamensis	NA	NA	NA	2301259	NA
Panagrellus redivivus	Panagrellus redivivus	NA	NA	NA	parediprjna186477	Panagrellus redivivus	NA	NA	NA	6233	NA
Steinernema glaseri	Steinernema glaseri	NA	NA	NA	stglasprjna204943	Steinernema glaseri	NA	NA	NA	37863	NA
Heterodera glycines	Heterodera glycines	NA	NA	NA	heglycprjna381081	Heterodera glycines	NA	NA	NA	51029	NA
Toxocara canis	Toxocara canis (PRJNA248777)	NA	NA	NA	tocaniprjna248777	Toxocara canis	NA	NA	NA	6265	NA
Trichinella sp. T9	Trichinella sp. T9	NA	NA	NA	trt9prjna257433	Trichinella sp. T9	NA	NA	NA	181606	NA
Wuchereria bancrofti	Wuchereria bancrofti (PRJEB536)	NA	NA	NA	wubancprjeb536	Wuchereria bancrofti	NA	NA	NA	6293	NA
Micoletzkya japonica	Micoletzkya japonica	NA	NA	NA	mijapoprjeb27334	Micoletzkya japonica	NA	NA	NA	1250332	NA
Clonorchis sinensis	Clonorchis sinensis (PRJNA386618)	NA	NA	NA	clsineprjna386618	Clonorchis sinensis	NA	NA	NA	79923	NA
Rhabditophanes sp. KR3021	Rhabditophanes sp. KR3021	NA	NA	NA	rhkr30prjeb1297	Rhabditophanes sp. KR3021	NA	NA	NA	114890	NA
Parastrongyloides trichosuri	Parastrongyloides trichosuri	NA	NA	NA	patricprjeb515	Parastrongyloides trichosuri	NA	NA	NA	131310	NA
Meloidogyne incognita	Meloidogyne incognita (PRJEB8714)	NA	NA	NA	meincoprjeb8714	Meloidogyne incognita	NA	NA	NA	6306	NA
Schmidtea mediterranea	Schmidtea mediterranea (S2F19H2PRJNA885486)	NA	NA	NA	smedh2prjna885486	Schmidtea mediterranea	NA	NA	NA	79327	NA
Brugia malayi	Brugia malayi	NA	NA	NA	brmalaprjna10729	Brugia malayi	NA	NA	NA	6279	NA
Ancylostoma ceylanicum	Ancylostoma ceylanicum (PRJNA231479)	NA	NA	NA	anceylprjna231479	Ancylostoma ceylanicum	NA	NA	NA	53326	NA
Acrobeloides nanus	Acrobeloides nanus	NA	NA	NA	acnanuprjeb26554	Acrobeloides nanus	NA	NA	NA	290746	NA
Paragonimus skrjabini miyazakii	Paragonimus skrjabinimiyazakii	NA	NA	NA	paskrjprjna245325	Paragonimus skrjabini miyazakii	NA	NA	NA	59628	NA
Meloidogyne floridensis	Meloidogyne floridensis (PRJNA340324)	NA	NA	NA	meflorprjna340324	Meloidogyne floridensis	NA	NA	NA	298350	NA
Ascaris suum	Ascaris suum (PRJNA80881)	NA	NA	NA	assuumprjna80881	Ascaris suum	NA	NA	NA	6253	NA
Pristionchus entomophagus	Pristionchus entomophagus	NA	NA	NA	prentoprjeb27334	Pristionchus entomophagus	NA	NA	NA	358040	NA
Caenorhabditis auriculariae	Caenorhabditis auriculariae	NA	NA	NA	caauriprjeb40642	Caenorhabditis auriculariae	NA	NA	NA	2777116	NA
Naegleria gruberi	Naegleria gruberi	AH115887	Naegleria gruberi	NCBI gene ID based annotations about Naegleria gruberi	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	5762	org.Naegleria_gruberi.eg.sqlite
Naegleria lovaniensis	Naegleria lovaniensis	AH116151	Naegleria lovaniensis	NCBI gene ID based annotations about Naegleria lovaniensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	51637	org.Naegleria_lovaniensis.eg.sqlite
Naja scutata	Naja scutata	AH115532	Naja scutata	NCBI gene ID based annotations about Naja scutata	nscutatus	Notechis scutatus	OrgDb	2023-10-20	NCBI/UniProt	8663	org.Naja_scutata.eg.sqlite
Nannospalax ehrenbergi_galili	Nannospalax ehrenbergi_galili	AH114673	Nannospalax ehrenbergi_galili	NCBI gene ID based annotations about Nannospalax ehrenbergi_galili	ngalili	Nannospalax galili	OrgDb	2023-10-20	NCBI/UniProt	1026970	org.Nannospalax_ehrenbergi_galili.eg.sqlite
Nasonia vitripennis	Nasonia vitripennis	AH115976	Nasonia vitripennis	NCBI gene ID based annotations about Nasonia vitripennis	nvitripennis	Nasonia vitripennis	OrgDb	2023-10-20	NCBI/UniProt	7425	org.Nasonia_vitripennis.eg.sqlite
Necator americanus	Necator americanus	AH115673	Necator americanus	NCBI gene ID based annotations about Necator americanus	neamerprjna72135	Necator americanus	OrgDb	2023-10-20	NCBI/UniProt	51031	org.Necator_americanus.eg.sqlite
Nelumbo nucifera	Nelumbo nucifera	AH115156	Nelumbo nucifera	NCBI gene ID based annotations about Nelumbo nucifera	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	4432	org.Nelumbo_nucifera.eg.sqlite
Nematostella vectensis	Nematostella vectensis	AH114462	Nematostella vectensis	NCBI gene ID based annotations about Nematostella vectensis	nvectensis	Nematostella vectensis	OrgDb	2023-10-20	NCBI/UniProt	45351	org.Nematostella_vectensis.eg.sqlite
Neophocaena asiaeorientalis_asiaeorientalis	Neophocaena asiaeorientalis_asiaeorientalis	AH115399	Neophocaena asiaeorientalis_asiaeorientalis	NCBI gene ID based annotations about Neophocaena asiaeorientalis_asiaeorientalis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1706337	org.Neophocaena_asiaeorientalis_asiaeorientalis.eg.sqlite
Neosciurus carolinensis	Neosciurus carolinensis	AH114499	Neosciurus carolinensis	NCBI gene ID based annotations about Neosciurus carolinensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	30640	org.Neosciurus_carolinensis.eg.sqlite
Neothunnus macropterus	Neothunnus macropterus	AH114615	Neothunnus macropterus	NCBI gene ID based annotations about Neothunnus macropterus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8236	org.Neothunnus_macropterus.eg.sqlite
Neptunus trituberculatus	Neptunus trituberculatus	AH115546	Neptunus trituberculatus	NCBI gene ID based annotations about Neptunus trituberculatus	ptgca017591435v1	Portunus trituberculatus	OrgDb	2023-10-20	NCBI/UniProt	210409	org.Neptunus_trituberculatus.eg.sqlite
Nestor notabilis_notabilis	Nestor notabilis_notabilis	AH116111	Nestor notabilis_notabilis	NCBI gene ID based annotations about Nestor notabilis_notabilis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	176057	org.Nestor_notabilis_notabilis.eg.sqlite
Nicotiana attenuata	Nicotiana attenuata	AH114431	Nicotiana attenuata	NCBI gene ID based annotations about Nicotiana attenuata	nattenuata	Nicotiana attenuata	OrgDb	2023-10-20	NCBI/UniProt	49451	org.Nicotiana_attenuata.eg.sqlite
Nicotiana sylvestris	Nicotiana sylvestris	AH114416	Nicotiana sylvestris	NCBI gene ID based annotations about Nicotiana sylvestris	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	4096	org.Nicotiana_sylvestris.eg.sqlite
Nicotiana tabacum	Nicotiana tabacum	AH114234	Nicotiana tabacum	NCBI gene ID based annotations about Nicotiana tabacum	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	4097	org.Nicotiana_tabacum.eg.sqlite
Nicotiana tomentosiformis	Nicotiana tomentosiformis	AH114345	Nicotiana tomentosiformis	NCBI gene ID based annotations about Nicotiana tomentosiformis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	4098	org.Nicotiana_tomentosiformis.eg.sqlite
Nilaparvata lugens	Nilaparvata lugens	AH115620	Nilaparvata lugens	NCBI gene ID based annotations about Nilaparvata lugens	nlgca014356525v1rs	Nilaparvata lugens	OrgDb	2023-10-20	NCBI/UniProt	108931	org.Nilaparvata_lugens.eg.sqlite
Nothobranchius furzeri	Nothobranchius furzeri	AH114508	Nothobranchius furzeri	NCBI gene ID based annotations about Nothobranchius furzeri	nfurzeri	Nothobranchius furzeri	OrgDb	2023-10-20	NCBI/UniProt	105023	org.Nothobranchius_furzeri.eg.sqlite
Notothenia coriiceps	Notothenia coriiceps	AH115217	Notothenia coriiceps	NCBI gene ID based annotations about Notothenia coriiceps	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8208	org.Notothenia_coriiceps.eg.sqlite
Numida meleagris	Numida meleagris	AH115586	Numida meleagris	NCBI gene ID based annotations about Numida meleagris	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8996	org.Numida_meleagris.eg.sqlite
Nycticebus coucang	Nycticebus coucang	AH114458	Nycticebus coucang	NCBI gene ID based annotations about Nycticebus coucang	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9470	org.Nycticebus_coucang.eg.sqlite
Nylanderia fulva	Nylanderia fulva	AH115766	Nylanderia fulva	NCBI gene ID based annotations about Nylanderia fulva	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	613905	org.Nylanderia_fulva.eg.sqlite
Nymphaea colorata	Nymphaea colorata	AH115465	Nymphaea colorata	NCBI gene ID based annotations about Nymphaea colorata	ncolorata	Nymphaea colorata	OrgDb	2023-10-20	NCBI/UniProt	210225	org.Nymphaea_colorata.eg.sqlite
Ochotona princeps	Ochotona princeps	AH115170	Ochotona princeps	NCBI gene ID based annotations about Ochotona princeps	oprinceps	Ochotona princeps	OrgDb	2023-10-20	NCBI/UniProt	9978	org.Ochotona_princeps.eg.sqlite
Octodon degus	Octodon degus	AH114433	Octodon degus	NCBI gene ID based annotations about Octodon degus	odegus	Octodon degus	OrgDb	2023-10-20	NCBI/UniProt	10160	org.Octodon_degus.eg.sqlite
Octopus bimaculoides	Octopus bimaculoides	AH115644	Octopus bimaculoides	NCBI gene ID based annotations about Octopus bimaculoides	obgca001194135v2rs	Octopus bimaculoides	OrgDb	2023-10-20	NCBI/UniProt	37653	org.Octopus_bimaculoides.eg.sqlite
Octopus sinensis	Octopus sinensis	AH115018	Octopus sinensis	NCBI gene ID based annotations about Octopus sinensis	osgca006345805v1	Octopus sinensis	OrgDb	2023-10-20	NCBI/UniProt	2607531	org.Octopus_sinensis.eg.sqlite
Odobenus rosmarus_divergens	Odobenus rosmarus_divergens	AH115429	Odobenus rosmarus_divergens	NCBI gene ID based annotations about Odobenus rosmarus_divergens	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9708	org.Odobenus_rosmarus_divergens.eg.sqlite
Odocoileus virginianus	Odocoileus virginianus	AH114836	Odocoileus virginianus	NCBI gene ID based annotations about Odocoileus virginianus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9874	org.Odocoileus_virginianus.eg.sqlite
Olea europaea_subsp._europaea_var._sylvestris	Olea europaea_subsp._europaea_var._sylvestris	AH114318	Olea europaea_subsp._europaea_var._sylvestris	NCBI gene ID based annotations about Olea europaea_subsp._europaea_var._sylvestris	oesylvestris	Olea europaea var. sylvestris	OrgDb	2023-10-20	NCBI/UniProt	158386	org.Olea_europaea_subsp._europaea_var._sylvestris.eg.sqlite
Oncorhynchus gorbuscha	Oncorhynchus gorbuscha	AH114267	Oncorhynchus gorbuscha	NCBI gene ID based annotations about Oncorhynchus gorbuscha	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8017	org.Oncorhynchus_gorbuscha.eg.sqlite
Oncorhynchus keta	Oncorhynchus keta	AH114247	Oncorhynchus keta	NCBI gene ID based annotations about Oncorhynchus keta	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8018	org.Oncorhynchus_keta.eg.sqlite
Oncorhynchus kisutch	Oncorhynchus kisutch	AH114252	Oncorhynchus kisutch	NCBI gene ID based annotations about Oncorhynchus kisutch	okisutch	Oncorhynchus kisutch	OrgDb	2023-10-20	NCBI/UniProt	8019	org.Oncorhynchus_kisutch.eg.sqlite
Oncorhynchus mykiss	Oncorhynchus mykiss	AH114235	Oncorhynchus mykiss	NCBI gene ID based annotations about Oncorhynchus mykiss	omykiss	Oncorhynchus mykiss	OrgDb	2023-10-20	NCBI/UniProt	8022	org.Oncorhynchus_mykiss.eg.sqlite
Oncorhynchus nerka	Oncorhynchus nerka	AH114343	Oncorhynchus nerka	NCBI gene ID based annotations about Oncorhynchus nerka	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8023	org.Oncorhynchus_nerka.eg.sqlite
Oncorhynchus tschawytscha	Oncorhynchus tschawytscha	AH114304	Oncorhynchus tschawytscha	NCBI gene ID based annotations about Oncorhynchus tschawytscha	otshawytscha	Oncorhynchus tshawytscha	OrgDb	2023-10-20	NCBI/UniProt	74940	org.Oncorhynchus_tschawytscha.eg.sqlite
Onthophagus taurus	Onthophagus taurus	AH115893	Onthophagus taurus	NCBI gene ID based annotations about Onthophagus taurus	otgca000648695v2	Onthophagus taurus	OrgDb	2023-10-20	NCBI/UniProt	166361	org.Onthophagus_taurus.eg.sqlite
Opisthorchis viverrini	Opisthorchis viverrini	AH115919	Opisthorchis viverrini	NCBI gene ID based annotations about Opisthorchis viverrini	opviveprjna222628	Opisthorchis viverrini	OrgDb	2023-10-20	NCBI/UniProt	6198	org.Opisthorchis_viverrini.eg.sqlite
Oppia nitens	Oppia nitens	AH116049	Oppia nitens	NCBI gene ID based annotations about Oppia nitens	ongca028296485v1rs	Oppia nitens	OrgDb	2023-10-20	NCBI/UniProt	1686743	org.Oppia_nitens.eg.sqlite
Orcinus orca	Orcinus orca	AH114844	Orcinus orca	NCBI gene ID based annotations about Orcinus orca	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9733	org.Orcinus_orca.eg.sqlite
Oreochromis nilotica	Oreochromis nilotica	AH114367	Oreochromis nilotica	NCBI gene ID based annotations about Oreochromis nilotica	oniloticus	Oreochromis niloticus	OrgDb	2023-10-20	NCBI/UniProt	8128	org.Oreochromis_nilotica.eg.sqlite
Ornithorhynchus anatinus	Ornithorhynchus anatinus	AH114877	Ornithorhynchus anatinus	NCBI gene ID based annotations about Ornithorhynchus anatinus	oanatinus	Ornithorhynchus anatinus	OrgDb	2023-10-20	NCBI/UniProt	9258	org.Ornithorhynchus_anatinus.eg.sqlite
Orycteropus afer_afer	Orycteropus afer_afer	AH115522	Orycteropus afer_afer	NCBI gene ID based annotations about Orycteropus afer_afer	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1230840	org.Orycteropus_afer_afer.eg.sqlite
Oryx dammah	Oryx dammah	AH114758	Oryx dammah	NCBI gene ID based annotations about Oryx dammah	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	59534	org.Oryx_dammah.eg.sqlite
Oryza brachyantha	Oryza brachyantha	AH115268	Oryza brachyantha	NCBI gene ID based annotations about Oryza brachyantha	obrachyantha	Oryza brachyantha	OrgDb	2023-10-20	NCBI/UniProt	4533	org.Oryza_brachyantha.eg.sqlite
Oryza glaberrima	Oryza glaberrima	AH114661	Oryza glaberrima	NCBI gene ID based annotations about Oryza glaberrima	oglaberrima	Oryza glaberrima	OrgDb	2023-10-20	NCBI/UniProt	4538	org.Oryza_glaberrima.eg.sqlite
Oryza sativa_(japonica_cultivar-group)	Oryza sativa_(japonica_cultivar-group)	AH114586	Oryza sativa_(japonica_cultivar-group)	NCBI gene ID based annotations about Oryza sativa_(japonica_cultivar-group)	osativa	Oryza sativa Japonica Group	OrgDb	2023-10-20	NCBI/UniProt	39947	org.Oryza_sativa_(japonica_cultivar-group).eg.sqlite
Oryzias latipes	Oryzias latipes	AH115286	Oryzias latipes	NCBI gene ID based annotations about Oryzias latipes	olatipes	Oryzias latipes	OrgDb	2023-10-20	NCBI/UniProt	8090	org.Oryzias_latipes.eg.sqlite
Osteoglossum formosum	Osteoglossum formosum	AH115237	Osteoglossum formosum	NCBI gene ID based annotations about Osteoglossum formosum	sformosus	Scleropages formosus	OrgDb	2023-10-20	NCBI/UniProt	113540	org.Osteoglossum_formosum.eg.sqlite
Ostrea edulis	Ostrea edulis	AH114527	Ostrea edulis	NCBI gene ID based annotations about Ostrea edulis	oegca023158985v1rs	Ostrea edulis	OrgDb	2023-10-20	NCBI/UniProt	37623	org.Ostrea_edulis.eg.sqlite
Ostrea maxima	Ostrea maxima	AH114905	Ostrea maxima	NCBI gene ID based annotations about Ostrea maxima	pmgca902652985v1rs	Pecten maximus	OrgDb	2023-10-20	NCBI/UniProt	6579	org.Ostrea_maxima.eg.sqlite
Otaria californiana	Otaria californiana	AH114752	Otaria californiana	NCBI gene ID based annotations about Otaria californiana	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9704	org.Otaria_californiana.eg.sqlite
Ovis ammon_aries	Ovis ammon_aries	AH114631	Ovis ammon_aries	NCBI gene ID based annotations about Ovis ammon_aries	oarambouillet	Ovis aries	OrgDb	2023-10-20	NCBI/UniProt	9940	org.Ovis_ammon_aries.eg.sqlite
Pagothenia bernacchii	Pagothenia bernacchii	AH114769	Pagothenia bernacchii	NCBI gene ID based annotations about Pagothenia bernacchii	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	40690	org.Pagothenia_bernacchii.eg.sqlite
Pan paniscus	Pan paniscus	AH114461	Pan paniscus	NCBI gene ID based annotations about Pan paniscus	ppaniscus	Pan paniscus	OrgDb	2023-10-20	NCBI/UniProt	9597	org.Pan_paniscus.eg.sqlite
Pan troglodytes	Pan troglodytes	AH114080	Pan troglodytes	NCBI gene ID based annotations about Pan troglodytes	ptroglodytes	Pan troglodytes	OrgDb	2023-10-03	NCBI/ensembl	9598	org.Pt.eg.db.sqlite
Panicum hallii	Panicum hallii	AH114839	Panicum hallii	NCBI gene ID based annotations about Panicum hallii	phfil2	Panicum hallii	OrgDb	2023-10-20	NCBI/UniProt	206008	org.Panicum_hallii.eg.sqlite
Panicum virgatum	Panicum virgatum	AH114233	Panicum virgatum	NCBI gene ID based annotations about Panicum virgatum	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	38727	org.Panicum_virgatum.eg.sqlite
Panthera tigris	Panthera tigris	AH114685	Panthera tigris	NCBI gene ID based annotations about Panthera tigris	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9694	org.Panthera_tigris.eg.sqlite
Papaver somniferum	Papaver somniferum	AH114222	Papaver somniferum	NCBI gene ID based annotations about Papaver somniferum	psomniferum	Papaver somniferum	OrgDb	2023-10-20	NCBI/UniProt	3469	org.Papaver_somniferum.eg.sqlite
Papilio aegeria	Papilio aegeria	AH116154	Papilio aegeria	NCBI gene ID based annotations about Papilio aegeria	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	116150	org.Papilio_aegeria.eg.sqlite
Papilio machaon	Papilio machaon	AH116152	Papilio machaon	NCBI gene ID based annotations about Papilio machaon	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	76193	org.Papilio_machaon.eg.sqlite
Paramacrobiotus metropolitanus	Paramacrobiotus metropolitanus	AH115574	Paramacrobiotus metropolitanus	NCBI gene ID based annotations about Paramacrobiotus metropolitanus	pmgca019649055v1rs	Paramacrobiotus metropolitanus	OrgDb	2023-10-20	NCBI/UniProt	2943436	org.Paramacrobiotus_metropolitanus.eg.sqlite
Paramecium aurelia_syngen_4	Paramecium aurelia_syngen_4	AH114438	Paramecium aurelia_syngen_4	NCBI gene ID based annotations about Paramecium aurelia_syngen_4	ptetraurelia	Paramecium tetraurelia	OrgDb	2023-10-20	NCBI/UniProt	5888	org.Paramecium_aurelia_syngen_4.eg.sqlite
Parastagonospora nodorum_SN15	Parastagonospora nodorum_SN15	AH115940	Parastagonospora nodorum_SN15	NCBI gene ID based annotations about Parastagonospora nodorum_SN15	pnodorum	Parastagonospora nodorum SN15	OrgDb	2023-10-20	NCBI/UniProt	321614	org.Parastagonospora_nodorum_SN15.eg.sqlite
Parus atricapillus	Parus atricapillus	AH115632	Parus atricapillus	NCBI gene ID based annotations about Parus atricapillus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	48891	org.Parus_atricapillus.eg.sqlite
Parus humilis	Parus humilis	AH115913	Parus humilis	NCBI gene ID based annotations about Parus humilis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	181119	org.Parus_humilis.eg.sqlite
Parus major	Parus major	AH115702	Parus major	NCBI gene ID based annotations about Parus major	pmajor	Parus major	OrgDb	2023-10-20	NCBI/UniProt	9157	org.Parus_major.eg.sqlite
